Timestamp,WindSpeed_Hub_ms,WindDirection_deg,TurbulenceIntensity_pct,AirDensity_kgm3,AmbientTemp_C,FarmCapacity_kW,ActivePower_kW
01/03/2023 02:00,13.33,76.3,8.29,1.176,27.01,2000.0,1968.14
01/03/2023 03:00,13.042,48.2,13.37,1.163,30.36,2000.0,1960.05
01/03/2023 04:00,10.976,66.4,11.63,1.177,26.76,2000.0,1517.51
01/03/2023 05:00,12.104,37.6,15.68,1.1859,24.5,2000.0,2025.27
01/03/2023 06:00,10.056,39.4,11.1,1.1488,34.11,2000.0,1187.22
01/03/2023 07:00,9.72,67.1,8.37,1.1771,26.72,2000.0,1050.74
01/03/2023 08:00,8.927,52.4,8.54,1.1495,33.92,2000.0,848.49
01/03/2023 09:00,9.546,24.8,8.87,1.1546,32.57,2000.0,992.06
01/03/2023 10:00,11.366,55.5,12.9,1.1584,31.58,2000.0,1715.24
01/03/2023 11:00,12.804,22.2,11.79,1.1592,31.35,2000.0,1941.64
01/03/2023 12:00,13.388,42.5,11.72,1.1678,29.13,2000.0,1963.39
01/03/2023 13:00,14.026,68.8,10.34,1.1646,29.95,2000.0,2010.25
01/03/2023 14:00,11.713,31.6,15.32,1.1599,31.16,2000.0,1878.19
01/03/2023 15:00,15.075,70.2,10.63,1.1579,31.69,2000.0,2039.38
01/03/2023 16:00,15.398,47.9,10.26,1.1604,31.04,2000.0,2053.04
01/03/2023 17:00,14.143,57.6,16.98,1.1676,29.16,2000.0,1982.8
01/03/2023 18:00,13.006,55.6,9.76,1.1626,30.48,2000.0,1966.18
01/03/2023 19:00,13.805,56.5,14.06,1.1569,31.96,2000.0,1979.92
01/03/2023 20:00,15.293,56.5,16.82,1.1513,33.44,2000.0,2121.01
01/03/2023 21:00,14.03,28.6,15.7,1.1683,28.99,2000.0,2052.37
01/03/2023 22:00,16.065,63.0,17.09,1.1554,32.36,2000.0,1936.57
01/03/2023 23:00,15.497,71.9,15.6,1.181,25.75,2000.0,2048.85
01/04/2023 00:00,15.225,63.9,17.59,1.1874,24.13,2000.0,1967.61
01/04/2023 01:00,13.763,72.3,17.61,1.1922,22.92,2000.0,2053.59
01/04/2023 02:00,12.04,49.7,15.69,1.1601,31.14,2000.0,1974.93
01/04/2023 03:00,10.575,28.6,15.03,1.1805,25.87,2000.0,1432.38
01/04/2023 04:00,11.856,68.6,12.88,1.18,25.99,2000.0,1899.91
01/04/2023 05:00,10.065,66.3,12.77,1.1565,32.08,2000.0,1113.4
01/04/2023 06:00,11.626,39.2,14.97,1.1617,30.71,2000.0,1821.92
01/04/2023 07:00,9.955,31.5,17.82,1.1602,31.09,2000.0,1175.05
01/04/2023 08:00,10.983,38.4,14.34,1.1692,28.74,2000.0,1489.55
01/04/2023 09:00,11.116,34.3,14.11,1.1714,28.19,2000.0,1599.57
01/04/2023 10:00,12.259,61.4,10.83,1.1737,27.6,2000.0,2029.75
01/04/2023 11:00,12.309,20.5,8.17,1.1656,29.68,2000.0,1960.21
01/04/2023 12:00,10.488,65.3,17.63,1.1374,37.19,2000.0,1291.72
01/04/2023 13:00,11.615,45.0,14.27,1.1868,24.27,2000.0,1887.08
01/04/2023 14:00,11.777,56.9,17.14,1.157,31.94,2000.0,1850.3
01/04/2023 15:00,11.61,73.7,11.85,1.1592,31.37,2000.0,1782.59
01/04/2023 16:00,15.732,64.0,12.31,1.1674,29.23,2000.0,2033.67
01/04/2023 17:00,12.901,78.7,15.23,1.1576,31.78,2000.0,1931.56
01/04/2023 18:00,15.117,44.2,15.08,1.1751,27.25,2000.0,1909.36
01/04/2023 19:00,16.743,78.7,9.04,1.181,25.73,2000.0,2014.47
01/04/2023 20:00,13.939,61.3,15.47,1.1572,31.89,2000.0,1905.7
01/04/2023 21:00,15.378,51.3,8.02,1.1774,26.65,2000.0,1898.42
01/04/2023 22:00,13.83,54.2,8.96,1.1645,29.98,2000.0,2002.04
01/04/2023 23:00,12.38,64.5,10.18,1.1646,29.95,2000.0,1977.21
01/05/2023 00:00,12.343,72.2,15.3,1.1683,28.99,2000.0,2036.0
01/05/2023 01:00,14.758,69.7,8.84,1.1549,32.49,2000.0,2015.22
01/05/2023 02:00,13.931,62.6,13.0,1.1706,28.4,2000.0,2007.32
01/05/2023 03:00,13.739,75.0,8.71,1.1758,27.05,2000.0,2011.68
01/05/2023 04:00,11.719,39.8,12.68,1.1578,31.73,2000.0,1866.85
01/05/2023 05:00,12.76,55.2,11.54,1.1717,28.11,2000.0,1949.16
01/05/2023 06:00,9.104,29.6,8.88,1.1769,26.77,2000.0,936.58
01/05/2023 07:00,9.554,55.0,12.34,1.1629,30.39,2000.0,1036.45
01/05/2023 08:00,11.398,59.0,11.03,1.161,30.88,2000.0,1766.89
01/05/2023 09:00,12.759,77.6,13.87,1.1621,30.59,2000.0,1979.65
01/05/2023 10:00,9.055,61.4,12.75,1.1535,32.88,2000.0,863.64
01/05/2023 11:00,12.154,47.9,16.34,1.1566,32.05,2000.0,1984.18
01/05/2023 12:00,10.194,74.5,14.12,1.1599,31.17,2000.0,1262.89
01/05/2023 13:00,13.802,65.2,8.35,1.1676,29.18,2000.0,1934.51
01/05/2023 14:00,14.394,79.5,9.52,1.1661,29.55,2000.0,2021.28
01/05/2023 15:00,12.161,26.3,8.97,1.1664,29.49,2000.0,2031.22
01/05/2023 16:00,15.633,50.4,11.89,1.1667,29.41,2000.0,2074.84
01/05/2023 17:00,14.297,72.7,15.67,1.1579,31.71,2000.0,2060.0
01/05/2023 18:00,13.174,26.8,15.48,1.1679,29.09,2000.0,2083.19
01/05/2023 19:00,14.177,73.9,11.47,1.1543,32.66,2000.0,1956.28
01/05/2023 20:00,13.429,58.9,16.02,1.1761,26.99,2000.0,2062.11
01/05/2023 21:00,15.409,46.0,12.8,1.1547,32.54,2000.0,2066.95
01/05/2023 22:00,13.694,34.7,16.69,1.1679,29.08,2000.0,2054.57
01/05/2023 23:00,15.692,49.4,16.5,1.158,31.67,2000.0,1966.69
01/06/2023 00:00,13.442,50.1,13.53,1.1724,27.92,2000.0,2015.7
01/06/2023 01:00,12.308,63.3,8.0,1.182,25.48,2000.0,1946.13
01/06/2023 02:00,12.771,79.0,15.49,1.1515,33.39,2000.0,2049.0
01/06/2023 03:00,14.154,79.8,13.77,1.1493,33.99,2000.0,1965.37
01/06/2023 04:00,11.139,30.8,14.1,1.1731,27.75,2000.0,1694.21
01/06/2023 05:00,13.375,37.7,10.34,1.192,22.97,2000.0,2024.0
01/06/2023 06:00,9.407,42.2,13.65,1.1614,30.79,2000.0,972.55
01/06/2023 07:00,9.691,67.8,16.66,1.1618,30.68,2000.0,1062.92
01/06/2023 08:00,10.303,36.3,17.07,1.1458,34.93,2000.0,1256.37
01/06/2023 09:00,10.62,49.3,16.71,1.1666,29.43,2000.0,1414.78
01/06/2023 10:00,11.306,77.2,17.33,1.1544,32.62,2000.0,1684.84
01/06/2023 11:00,11.317,26.7,11.4,1.1704,28.45,2000.0,1691.69
01/06/2023 12:00,12.349,31.8,9.86,1.1766,26.85,2000.0,1960.01
01/06/2023 13:00,12.472,20.9,12.42,1.1768,26.81,2000.0,2027.04
01/06/2023 14:00,11.376,74.3,16.2,1.1564,32.1,2000.0,1689.58
01/06/2023 15:00,14.872,26.9,15.52,1.1445,35.28,2000.0,2009.07
01/06/2023 16:00,14.656,47.7,8.16,1.1535,32.86,2000.0,2086.08
01/06/2023 17:00,14.168,61.5,13.65,1.1513,33.46,2000.0,1970.95
01/06/2023 18:00,15.51,55.0,13.16,1.1505,33.66,2000.0,2079.39
01/06/2023 19:00,13.557,29.7,10.54,1.1535,32.85,2000.0,1981.48
01/06/2023 20:00,13.236,60.2,9.14,1.18,25.99,2000.0,1917.74
01/06/2023 21:00,15.615,73.5,14.39,1.1671,29.29,2000.0,2039.42
01/06/2023 22:00,15.572,54.4,15.62,1.1774,26.66,2000.0,2067.05
01/06/2023 23:00,14.408,78.7,14.52,1.1766,26.86,2000.0,2036.12
01/07/2023 00:00,14.031,35.6,15.54,1.1548,32.53,2000.0,2034.56
01/07/2023 01:00,11.302,60.9,9.78,1.1587,31.5,2000.0,1694.93
01/07/2023 02:00,11.035,63.3,13.85,1.146,34.88,2000.0,1524.84
01/07/2023 03:00,13.682,66.3,14.01,1.1788,26.3,2000.0,1934.81
01/07/2023 04:00,11.619,38.6,12.5,1.1694,28.69,2000.0,1746.09
01/07/2023 05:00,12.226,72.1,11.68,1.1517,33.35,2000.0,2014.8
01/07/2023 06:00,9.752,56.1,17.61,1.1747,27.34,2000.0,1126.83
01/07/2023 07:00,12.125,62.4,15.22,1.1694,28.7,2000.0,2042.63
01/07/2023 08:00,12.419,32.7,10.84,1.1475,34.46,2000.0,1953.03
01/07/2023 09:00,9.122,35.1,12.26,1.1594,31.32,2000.0,881.4
01/07/2023 10:00,9.665,23.4,12.33,1.164,30.1,2000.0,1026.82
01/07/2023 11:00,9.55,75.3,10.98,1.1671,29.29,2000.0,970.21
01/07/2023 12:00,10.786,35.7,16.63,1.1632,30.31,2000.0,1413.56
01/07/2023 13:00,14.266,77.0,15.43,1.1528,33.04,2000.0,1993.92
01/07/2023 14:00,13.037,27.6,11.2,1.1692,28.74,2000.0,2040.49
01/07/2023 15:00,14.815,22.5,15.69,1.1645,29.96,2000.0,2001.2
01/07/2023 16:00,11.839,68.5,11.08,1.1736,27.63,2000.0,2040.18
01/07/2023 17:00,15.102,62.5,16.2,1.155,32.47,2000.0,1968.17
01/07/2023 18:00,13.012,36.0,17.17,1.1579,31.7,2000.0,1987.04
01/07/2023 19:00,14.848,40.8,12.39,1.1651,29.82,2000.0,1991.81
01/07/2023 20:00,13.246,70.8,16.76,1.1665,29.46,2000.0,1959.79
01/07/2023 21:00,14.46,78.0,15.26,1.1379,37.07,2000.0,2070.46
01/07/2023 22:00,15.292,60.3,17.86,1.1591,31.37,2000.0,2086.97
01/07/2023 23:00,12.616,79.7,16.05,1.1602,31.1,2000.0,2074.57
01/08/2023 00:00,12.264,26.9,13.35,1.1432,35.62,2000.0,1981.85
01/08/2023 01:00,14.782,21.0,13.88,1.1802,25.94,2000.0,1989.54
01/08/2023 02:00,11.976,76.0,15.35,1.1674,29.21,2000.0,2033.09
01/08/2023 03:00,11.379,35.6,13.23,1.1499,33.83,2000.0,1737.01
01/08/2023 04:00,10.321,35.0,11.58,1.1681,29.04,2000.0,1256.26
01/08/2023 05:00,13.225,60.8,14.06,1.1806,25.84,2000.0,2053.33
01/08/2023 06:00,10.223,40.2,14.44,1.1639,30.12,2000.0,1252.97
01/08/2023 07:00,12.692,41.8,9.85,1.1627,30.45,2000.0,1933.51
01/08/2023 08:00,9.507,31.1,16.67,1.149,34.05,2000.0,969.44
01/08/2023 09:00,12.552,36.9,12.68,1.1766,26.85,2000.0,2028.76
01/08/2023 10:00,11.443,79.0,17.73,1.1769,26.79,2000.0,1847.97
01/08/2023 11:00,10.236,70.9,14.66,1.1625,30.5,2000.0,1257.64
01/08/2023 12:00,13.667,26.8,12.22,1.1749,27.28,2000.0,2012.36
01/08/2023 13:00,10.677,20.1,14.53,1.1762,26.96,2000.0,1513.22
01/08/2023 14:00,11.588,38.5,14.44,1.1594,31.31,2000.0,1811.05
01/08/2023 15:00,13.957,50.3,8.39,1.1565,32.06,2000.0,2090.61
01/08/2023 16:00,14.337,43.4,13.25,1.1539,32.77,2000.0,1976.17
01/08/2023 17:00,13.234,70.5,13.64,1.1672,29.28,2000.0,1989.67
01/08/2023 18:00,15.286,33.8,17.29,1.1589,31.43,2000.0,2023.36
01/08/2023 19:00,12.918,34.5,12.21,1.1735,27.66,2000.0,1942.59
01/08/2023 20:00,13.374,27.3,11.67,1.1431,35.66,2000.0,2017.9
01/08/2023 21:00,14.036,28.7,8.6,1.1794,26.15,2000.0,1866.78
01/08/2023 22:00,14.254,52.5,13.21,1.1553,32.38,2000.0,2022.35
01/08/2023 23:00,15.717,38.1,14.29,1.1637,30.19,2000.0,2025.35
01/09/2023 00:00,14.358,69.4,9.29,1.1563,32.12,2000.0,1942.63
01/09/2023 01:00,11.872,42.8,12.87,1.1497,33.89,2000.0,1861.08
01/09/2023 02:00,14.233,53.8,13.51,1.1578,31.73,2000.0,1999.77
01/09/2023 03:00,10.327,26.4,12.19,1.1441,35.39,2000.0,1239.69
01/09/2023 04:00,13.183,60.3,17.01,1.1615,30.77,2000.0,1927.65
01/09/2023 05:00,11.35,71.4,9.23,1.1454,35.04,2000.0,1721.99
01/09/2023 06:00,9.654,65.7,14.12,1.1703,28.47,2000.0,1025.3
01/09/2023 07:00,10.979,53.4,9.44,1.171,28.28,2000.0,1572.3
01/09/2023 08:00,12.339,35.5,11.84,1.1489,34.09,2000.0,2065.42
01/09/2023 09:00,10.877,28.0,11.07,1.1545,32.59,2000.0,1492.31
01/09/2023 10:00,10.443,67.9,8.09,1.1774,26.66,2000.0,1320.22
01/09/2023 11:00,12.816,32.2,16.97,1.1494,33.94,2000.0,2005.28
01/09/2023 12:00,11.167,38.7,9.16,1.1765,26.89,2000.0,1663.56
01/09/2023 13:00,12.878,24.0,9.46,1.1674,29.23,2000.0,1955.29
01/09/2023 14:00,11.323,49.0,17.37,1.1514,33.42,2000.0,1649.6
01/09/2023 15:00,11.774,40.6,10.9,1.1713,28.22,2000.0,1880.04
01/09/2023 16:00,14.967,53.3,15.51,1.1879,24.01,2000.0,1969.18
01/09/2023 17:00,15.463,61.5,12.89,1.1588,31.47,2000.0,1959.55
01/09/2023 18:00,14.364,74.6,15.16,1.1414,36.12,2000.0,2032.82
01/09/2023 19:00,16.59,76.8,11.84,1.1789,26.26,2000.0,1954.31
01/09/2023 20:00,15.002,51.1,15.64,1.1469,34.63,2000.0,2024.76
01/09/2023 21:00,13.271,49.8,12.02,1.1543,32.66,2000.0,1965.68
01/09/2023 22:00,15.981,44.4,14.71,1.1612,30.82,2000.0,1934.89
01/09/2023 23:00,13.764,55.9,8.19,1.1582,31.63,2000.0,1879.43
01/10/2023 00:00,15.712,78.9,13.05,1.1708,28.33,2000.0,1954.53
01/10/2023 01:00,12.73,33.5,15.46,1.1652,29.79,2000.0,1966.81
01/10/2023 02:00,14.54,66.3,10.33,1.1631,30.35,2000.0,1977.39
01/10/2023 03:00,10.768,32.3,8.4,1.1743,27.46,2000.0,1477.21
01/10/2023 04:00,10.702,48.8,8.19,1.1791,26.22,2000.0,1454.72
01/10/2023 05:00,11.788,35.5,16.16,1.1573,31.85,2000.0,1993.75
01/10/2023 06:00,11.597,79.9,12.01,1.1555,32.32,2000.0,1723.23
01/10/2023 07:00,9.117,24.3,14.1,1.1538,32.78,2000.0,897.71
01/10/2023 08:00,11.474,64.9,11.6,1.1727,27.84,2000.0,1812.37
01/10/2023 09:00,10.1,22.2,16.86,1.1588,31.47,2000.0,1206.65
01/10/2023 10:00,10.329,72.7,13.58,1.1633,30.3,2000.0,1334.48
01/10/2023 11:00,9.425,49.7,15.61,1.1634,30.26,2000.0,988.05
01/10/2023 12:00,12.615,74.4,15.71,1.1585,31.55,2000.0,2039.01
01/10/2023 13:00,12.431,62.4,9.39,1.1673,29.25,2000.0,1955.59
01/10/2023 14:00,11.296,44.6,17.05,1.1726,27.89,2000.0,1737.17
01/10/2023 15:00,15.046,24.2,13.14,1.1698,28.59,2000.0,1952.07
01/10/2023 16:00,13.315,45.6,14.87,1.1595,31.29,2000.0,2103.08
01/10/2023 17:00,13.283,41.4,9.91,1.1665,29.44,2000.0,1972.48
01/10/2023 18:00,14.814,51.5,14.48,1.1676,29.17,2000.0,1912.75
01/10/2023 19:00,16.621,41.1,12.38,1.1593,31.34,2000.0,2007.05
01/10/2023 20:00,16.556,53.5,12.85,1.1638,30.16,2000.0,2022.98
01/10/2023 21:00,16.488,69.4,13.18,1.1636,30.2,2000.0,1921.36
01/10/2023 22:00,15.48,64.3,16.47,1.163,30.37,2000.0,1833.34
01/10/2023 23:00,12.327,45.4,16.12,1.1691,28.78,2000.0,2004.93
01/11/2023 00:00,12.838,60.2,14.92,1.1748,27.3,2000.0,2075.37
01/11/2023 01:00,13.693,52.4,16.55,1.1676,29.18,2000.0,1983.6
01/11/2023 02:00,14.449,38.2,15.8,1.1651,29.82,2000.0,2044.24
01/11/2023 03:00,11.822,42.8,13.1,1.1557,32.28,2000.0,1903.38
01/11/2023 04:00,11.702,21.5,11.24,1.1513,33.46,2000.0,1820.29
01/11/2023 05:00,12.541,71.8,17.21,1.1708,28.35,2000.0,2040.92
01/11/2023 06:00,10.516,53.9,8.69,1.1659,29.6,2000.0,1417.68
01/11/2023 07:00,12.558,62.4,15.13,1.1635,30.23,2000.0,2019.86
01/11/2023 08:00,9.572,24.9,15.77,1.1765,26.88,2000.0,1047.56
01/11/2023 09:00,12.073,30.5,9.89,1.1648,29.89,2000.0,2141.1
01/11/2023 10:00,11.547,51.5,16.32,1.1621,30.59,2000.0,1857.63
01/11/2023 11:00,13.335,78.8,17.59,1.1641,30.09,2000.0,2019.31
01/11/2023 12:00,11.795,50.9,8.07,1.1714,28.2,2000.0,1905.98
01/11/2023 13:00,10.782,34.8,17.89,1.1645,29.98,2000.0,1462.37
01/11/2023 14:00,14.142,42.1,11.07,1.1488,34.11,2000.0,1990.09
01/11/2023 15:00,12.395,73.0,10.65,1.1811,25.72,2000.0,1920.33
01/11/2023 16:00,14.444,27.3,10.71,1.141,36.21,2000.0,1948.54
01/11/2023 17:00,14.601,64.6,14.5,1.1618,30.67,2000.0,2008.35
01/11/2023 18:00,14.905,77.9,10.53,1.1554,32.36,2000.0,2055.92
01/11/2023 19:00,15.129,27.2,11.88,1.1506,33.64,2000.0,2026.71
01/11/2023 20:00,12.865,33.0,17.05,1.1594,31.31,2000.0,2071.45
01/11/2023 21:00,16.624,75.2,15.01,1.1691,28.79,2000.0,1965.44
01/11/2023 22:00,14.062,31.4,17.05,1.1736,27.62,2000.0,1901.26
01/11/2023 23:00,14.298,78.7,13.1,1.167,29.33,2000.0,1998.88
01/12/2023 00:00,12.132,65.8,10.22,1.1756,27.11,2000.0,2005.2
01/12/2023 01:00,14.862,42.3,8.92,1.1705,28.42,2000.0,1959.12
01/12/2023 02:00,11.556,64.4,12.18,1.1725,27.91,2000.0,1835.81
01/12/2023 03:00,11.741,57.8,9.58,1.1761,27.0,2000.0,1918.67
01/12/2023 04:00,10.759,61.7,8.89,1.1605,31.02,2000.0,1441.25
01/12/2023 05:00,13.151,79.9,15.75,1.183,25.23,2000.0,2071.49
01/12/2023 06:00,11.423,33.4,13.7,1.1712,28.23,2000.0,1724.89
01/12/2023 07:00,12.122,43.0,10.75,1.1723,27.96,2000.0,1964.92
01/12/2023 08:00,10.731,48.6,12.35,1.162,30.63,2000.0,1425.0
01/12/2023 09:00,9.337,64.9,9.65,1.1513,33.46,2000.0,948.74
01/12/2023 10:00,9.825,65.4,10.54,1.1584,31.56,2000.0,1109.96
01/12/2023 11:00,10.584,69.4,9.3,1.1763,26.94,2000.0,1428.49
01/12/2023 12:00,11.007,38.8,15.15,1.1758,27.07,2000.0,1594.61
01/12/2023 13:00,13.654,38.5,11.03,1.1695,28.68,2000.0,1978.0
01/12/2023 14:00,12.875,42.4,12.13,1.1465,34.74,2000.0,1953.2
01/12/2023 15:00,11.628,38.3,17.59,1.1772,26.71,2000.0,1858.09
01/12/2023 16:00,13.807,70.3,11.61,1.1547,32.55,2000.0,2004.34
01/12/2023 17:00,14.443,59.5,8.22,1.1589,31.45,2000.0,2022.17
01/12/2023 18:00,14.928,25.5,17.75,1.171,28.28,2000.0,2093.37
01/12/2023 19:00,16.259,44.5,14.42,1.1606,30.99,2000.0,1988.44
01/12/2023 20:00,14.927,34.2,8.86,1.1434,35.56,2000.0,1879.43
01/12/2023 21:00,13.716,79.6,13.77,1.1527,33.08,2000.0,2009.78
01/12/2023 22:00,14.868,48.6,12.76,1.1751,27.23,2000.0,2065.73
01/12/2023 23:00,14.261,39.4,16.94,1.1604,31.06,2000.0,1931.75
01/13/2023 00:00,13.075,53.2,13.21,1.1916,23.08,2000.0,1911.98
01/13/2023 01:00,13.074,44.7,9.42,1.1922,22.94,2000.0,1921.05
01/13/2023 02:00,12.396,33.1,8.76,1.1638,30.16,2000.0,1980.5
01/13/2023 03:00,13.109,25.5,12.89,1.168,29.06,2000.0,1985.0
01/13/2023 04:00,12.729,75.3,17.06,1.1758,27.06,2000.0,1956.05
01/13/2023 05:00,11.393,78.1,8.44,1.1794,26.14,2000.0,1714.34
01/13/2023 06:00,11.804,64.3,15.61,1.1616,30.72,2000.0,1946.04
01/13/2023 07:00,9.054,61.2,17.03,1.1729,27.81,2000.0,868.15
01/13/2023 08:00,9.082,26.7,8.94,1.1813,25.67,2000.0,900.39
01/13/2023 09:00,8.988,74.6,14.82,1.1647,29.92,2000.0,872.5
01/13/2023 10:00,12.572,62.7,15.48,1.1788,26.3,2000.0,1928.24
01/13/2023 11:00,13.129,50.8,17.77,1.1545,32.6,2000.0,1993.24
01/13/2023 12:00,10.351,32.4,14.99,1.1645,29.96,2000.0,1334.01
01/13/2023 13:00,12.898,54.6,10.57,1.1628,30.42,2000.0,2007.51
01/13/2023 14:00,12.366,21.0,10.38,1.1578,31.73,2000.0,2030.83
01/13/2023 15:00,14.579,42.0,8.91,1.1479,34.37,2000.0,2059.77
01/13/2023 16:00,13.749,79.6,12.97,1.18,25.98,2000.0,1975.69
01/13/2023 17:00,13.642,56.1,10.38,1.1819,25.51,2000.0,1970.5
01/13/2023 18:00,16.292,71.9,9.21,1.1615,30.76,2000.0,2029.36
01/13/2023 19:00,14.809,23.5,12.74,1.1498,33.85,2000.0,2021.23
01/13/2023 20:00,12.915,49.3,14.66,1.1816,25.59,2000.0,2076.25
01/13/2023 21:00,15.443,71.1,8.42,1.1622,30.57,2000.0,1990.07
01/13/2023 22:00,13.848,43.0,14.89,1.1756,27.12,2000.0,1903.32
01/13/2023 23:00,14.848,50.2,12.68,1.1419,35.97,2000.0,2010.63
01/14/2023 00:00,13.407,30.1,13.86,1.1657,29.65,2000.0,1888.36
01/14/2023 01:00,15.258,33.4,13.9,1.1694,28.72,2000.0,2058.84
01/14/2023 02:00,13.388,38.4,10.06,1.1473,34.51,2000.0,1984.04
01/14/2023 03:00,12.51,70.2,10.94,1.1568,32.0,2000.0,1990.44
01/14/2023 04:00,13.323,24.7,14.97,1.1697,28.61,2000.0,2059.38
01/14/2023 05:00,10.743,72.4,12.4,1.1674,29.21,2000.0,1528.11
01/14/2023 06:00,10.323,69.6,12.89,1.1712,28.23,2000.0,1309.52
01/14/2023 07:00,11.856,30.3,8.6,1.1512,33.48,2000.0,1880.07
01/14/2023 08:00,10.073,63.0,17.36,1.17,28.56,2000.0,1204.54
01/14/2023 09:00,8.99,29.6,14.71,1.1758,27.05,2000.0,827.41
01/14/2023 10:00,10.447,41.9,14.18,1.1526,33.1,2000.0,1328.8
01/14/2023 11:00,13.33,70.4,15.73,1.1562,32.15,2000.0,1988.86
01/14/2023 12:00,11.234,23.8,13.08,1.1657,29.66,2000.0,1589.64
01/14/2023 13:00,12.998,71.7,10.51,1.1711,28.27,2000.0,1943.79
01/14/2023 14:00,13.66,42.2,10.21,1.1461,34.83,2000.0,1962.0
01/14/2023 15:00,11.362,60.2,17.01,1.1725,27.89,2000.0,1751.21
01/14/2023 16:00,12.721,59.6,16.18,1.167,29.32,2000.0,1960.38
01/14/2023 17:00,15.698,65.2,8.51,1.1838,25.03,2000.0,1920.41
